ticker,entry_action,open_date,open_price,close_date,close_price,size_thb,pnl_thb,pnl_pct,reason
GPSC.BK,BUY-DIP,2025-03-10,120.61801727978707,2026-02-09,138.93284119383637,87.40283489749518,13.271379905235776,15.184152688869032,TRIM
COM7.BK,BUY-DIP,2024-07-15,119.72991524442703,2026-02-16,165.5104195883602,0.022106138427475296,0.008452609059653761,38.23647937148614,TRIM
GPSC.BK,BUY-DIP,2025-03-10,120.61801727978707,2026-02-23,140.86852758163138,43.70141744874759,7.3370133601040735,16.78895969154506,TRIM
KTC.BK,BUY-DIP,2024-04-29,137.12637174660043,2026-03-02,201.33254379301837,8177.314002388162,3828.8333821384967,46.822628812105,TRIM
COM7.BK,BUY-DIP,2024-07-15,119.72991524442703,2026-03-02,163.4579047074304,0.011053069213737648,0.0040368231542255596,36.5221919465434,TRIM
GPSC.BK,BUY-DIP,2025-03-10,120.61801727978707,2026-03-02,143.48280152967413,21.850708724373796,4.142098767309584,18.956358896904792,TRIM
COM7.BK,BUY-DIP,2024-07-15,119.72991524442703,2026-03-09,167.0752979710272,0.005526534606868824,0.002185384459513215,39.54348637927721,TRIM
GPSC.BK,BUY-DIP,2025-03-10,120.61801727978707,2026-03-09,138.34668952911724,15.295496107061656,2.2481619536490562,14.698195716653611,CUT
GPSC.BK,BUY-DIP,2025-03-10,120.61801727978707,2026-03-16,136.5451319661555,4.588648832118498,0.6059122662835303,13.204590031872005,CUT
COM7.BK,BUY-DIP,2024-07-15,119.72991524442703,2026-03-23,163.27349809366498,0.002763267303434412,0.001004949836605578,36.3681731172567,TRIM
GPSC.BK,BUY-DIP,2025-03-10,120.61801727978707,2026-03-23,138.77147533679297,0.9832818925968212,0.14798756436250082,15.050370140720236,TRIM
COM7.BK,BUY-DIP,2024-07-15,119.72991524442703,2026-03-30,151.6186000484652,0.0019342871124040882,0.0005151751082596559,26.633848974951533,CUT
GPSC.BK,BUY-DIP,2025-03-10,120.61801727978707,2026-03-30,138.11759560253572,0.4916409462984106,0.07132855804172666,14.508262295637287,TRIM
COM7.BK,BUY-DIP,2024-07-15,119.72991524442703,2026-04-06,162.96927564254315,0.0005802861337212265,0.00020956501321142804,36.11408252469195,CUT
TTB.BK,BUY-DIP,2024-01-08,868.467606694147,2026-05-08,3527.999295774874,2.3730468750000018,7.2670452128436605,306.2326871585145,EOH
BJC.BK,BUY-DIP,2024-04-22,249.22773093743004,2026-05-08,468.05723914645023,8785.933489932711,7714.316129780196,87.80303354924757,EOH
KTC.BK,BUY-DIP,2024-04-29,137.12637174660043,2026-05-08,213.04404700729327,8177.314002388162,4527.230327986941,55.36329321174136,EOH
COM7.BK,BUY-DIP,2024-07-15,119.72991524442703,2026-05-08,241.8995315829201,0.0002486940573090972,0.0002537616226077618,102.03767044275057,EOH
MTC.BK,BUY-DIP,2024-10-21,232.46294670969104,2026-05-08,507.4107606538767,83933.54895059344,99273.2223658976,118.27597379962296,EOH
MINT.BK,BUY-DIP,2024-12-30,840.2833598697808,2026-05-08,2034.3698127621196,137179.0591938667,194938.59336842896,142.10521235091304,EOH
GPSC.BK,BUY-DIP,2025-03-10,120.61801727978707,2026-05-08,174.5546249897679,0.4916409462984106,0.21984646616393055,44.71687474755015,EOH
EGCO.BK,BUY-DIP,2025-09-15,657.5271208035955,2026-05-08,1122.5907894831228,171798.36916397925,121511.61116961046,70.72919944521084,EOH
